genus,sp,subsp,state,federal_status,state_status,notes,state_source
Dactylocthere,arcuata,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dactylocthere,steevesi,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Daedalochila,fatigiata,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Daedalochila,subclausa,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Daedalochila,troostiana,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Daihinibaenetes,arizonensis,Arizona,Arizona,NA,Critically Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dalea,cahaba,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dalea,foliosa,NA,Illinois,Endangered,NA,NA,NA
Dalea,foliosa,NA,Tennessee,Endangered,NA,NA,NA
Dalea,foliosa,NA,Alabama,Endangered,NA,NA,NA
Dalea,foliosa,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dalea,gattingeri,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dalea,tentaculoides,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Daphnopsis,hellerana,NA,Puerto Rico,Endangered,NA,NA,NA
Dargida,rubripennis,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Deeringothamnus,pulchellus,NA,Florida,Endangered,NA,NA,NA
Deeringothamnus,rugelii,NA,Florida,Endangered,NA,NA,NA
Deinandra,conjugens,NA,California,Threatened,NA,NA,NA
Deinandra,increscens,villosa,California,Endangered,NA,NA,NA
Deirochelys,reticularia,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Deirochelys,reticularia,reticularia,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Delissea,rhytidosperma,NA,Hawaii,Endangered,NA,NA,NA
Delissea,rivularis,NA,Hawaii,Endangered,NA,NA,NA
Delissea,subcordata,NA,Hawaii,Endangered,NA,NA,NA
Delissea,undulata,NA,Hawaii,Endangered,NA,NA,NA
Delphinium,alabamicum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Delphinium,bakeri,NA,California,Endangered,NA,NA,NA
Delphinium,carolinianum,calciphilum,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Delphinium,exaltatum,NA,Alabama,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Delphinium,exaltatum,NA,Tennessee,federal species of concern,endangered,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Delphinium,luteum,NA,California,Endangered,NA,NA,NA
Delphinium,variegatum,kinkiense,California,Endangered,NA,NA,NA
Deltistes,luxatus,NA,California,Endangered,NA,NA,NA
Deltistes,luxatus,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Deltistes,luxatus,NA,Oregon,Endangered,NA,Lost River,NA
Dendragapus,canadensis,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Dendrocygna,autumnalis,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dendrocygna,bicolor,NA,Arizona,NA,SAN,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dendrogyra,cylindricus,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Dendroica,caerulescens,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dendroica,cerulea,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dendroica,cerulea,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dendroica,cerulea,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Dendroica,cerulea,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dendroica,cerulea,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Dendroica,cerulea,NA,Tennessee,NA,in need of management,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Dendroica,chrysoparia,NA,Texas,Endangered,NA,NA,NA
Dendroica,chrysoparia,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dendroica,dominica,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Dendroica,fusca,NA,Maryland,NA,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dendroica,kirtlandii,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dendroica,kirtlandii,NA,Michigan,Endangered,NA,NA,NA
Dendroica,kirtlandii,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Dendroica,magnolia,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dendroica,striata,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dermochelys,coriacea,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dermochelys,coriacea,NA,Hawaii,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Louisiana,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Maine,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Maryland,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dermochelys,coriacea,NA,Massachusetts,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,New Hampshire,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,New York,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,North Carolina,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Oregon,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Puerto Rico,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Rhode Island,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,South Carolina,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Texas,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Virginia,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Washington,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Alabama,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Alabama,NA,SNA,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dermochelys,coriacea,NA,Alaska,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,California,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Connecticut,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Deleware,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Florida,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Georgia,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dermochelys,coriacea,NA,Mississippi,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,New Jersey,Endangered,NA,NA,NA
Dermochelys,coriacea,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dermochelys,coriacea,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Dermochelys,coriacea,NA,Washington,NA,Endangered,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Deroceras,laeve,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Deschampsia,cespitosa,glauca,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Desmanthus,covillei,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Desmocerus,californicus,dimorphus,California,Threatened,NA,NA,NA
Desmodium,cuspidatum,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Desmodium,ochroleucum,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Desmodium,ochroleucum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Desmognathus,aeneus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Desmognathus,apalachicolae,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Desmognathus,auriculatus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Desmognathus,monticola,NA,Alabama,NA,Demonstrably secure,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Desmognathus,ocoee,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Diacyclops,palustris,NA,Maryland,NA,NA,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Diadophis,punctatus,acricus,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Diarrhena,americana,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Diarrhena,americana,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dicentra,cucullaria,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dicerandra,christmanii,NA,Florida,Endangered,NA,NA,NA
Dicerandra,cornutissima,NA,Florida,Endangered,NA,NA,NA
Dicerandra,frutescens,NA,Florida,Endangered,NA,NA,NA
Dicerandra,immaculata,NA,Florida,Endangered,NA,NA,NA
Dicerandra,linearifolia,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dicerandra,radfordiana,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dichanthelium,dichotomum,mattamuskeetense,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dichanthelium,hirstii,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dichanthelium,ovale,pseudopubescens,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dichanthelium,scabriusculum,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dichanthelium,wrightianum,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dichodontium,pellucidum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dicranopselaphus,variegatus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Diellia,erecta,NA,Hawaii,Endangered,NA,NA,NA
Diellia,falcata,NA,Hawaii,Endangered,NA,NA,NA
Diellia,mannii,NA,Hawaii,Endangered,NA,NA,NA
Diellia,pallida,NA,Hawaii,Endangered,NA,NA,NA
Diellia,unisora,NA,Hawaii,Endangered,NA,NA,NA
Diervilla,lonicera,NA,Tennessee,NA,threatened,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Diervilla,rivularis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Digrammia,eremiata,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dinacoma,caseyi,NA,California,Endangered,NA,NA,NA
Diomedea,albatrus,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Dionda,diaboli,NA,Texas,Threatened,NA,NA,NA
Dionda,diaboli,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Diphasiastrum,tristachyum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Diplazium,molokaiense,NA,Hawaii,Endangered,NA,NA,NA
Dipodomys,elator,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Dipodomys,heermanni,morroensis,California,Endangered,NA,NA,NA
Dipodomys,heermanni,morroensis,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Dipodomys,ingens,NA,California,Endangered,NA,NA,NA
Dipodomys,ingens,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Dipodomys,merriami,parvus,California,Endangered,NA,NA,NA
Dipodomys,microps,leucotis,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dipodomys,nitratoides,exilis,California,Endangered,NA,NA,NA
Dipodomys,nitratoides,nitratoides,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Dipodomys,nitratoides,exilis,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Dipodomys,nitratoides,nitratoides,California,Endangered,NA,NA,NA
Dipodomys,spectabilis,baileyi,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dipodomys,stephensi,NA,California,Endangered,NA,NA,NA
Dipodomys,stephensi,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Discus,bryanti,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Discus,catskillensis,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Discus,clappi,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Discus,macclintocki,NA,Illinois,Endangered,NA,NA,NA
Discus,macclintocki,NA,Iowa,Endangered,NA,NA,NA
Discus,nigrimontanus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Distocambarus,devexus,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Dodecahema,leptoceras,NA,California,Endangered,NA,NA,NA
Dodecatheon,frenchii,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Doellingeria,infirma,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Dolania,americana,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dolichonyx,oryzivorus,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Dolichonyx,oryzivorus,NA,North Dakota,NA,Need for conservation; little support,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Donacia,idola,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Dorocordulia,lepida,NA,Maryland,NA,NA,Historically known; unverified for 20 years,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Doryopteris,angelica,NA,Hawaii,Endangered,NA,NA,NA
Draba,aprica,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Draba,cana,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Draba,cuneifolia,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Draba,ramosissima,NA,Tennessee,NA,special concern,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Draba,standleyi,NA,Arizona,NA,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Driloleirus,americanus,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Dromus,dromas,NA,Kentucky,Endangered,NA,Entire Range; Except where listed as Experimental Populations,NA
Dromus,dromas,NA,Tennessee,Endangered,NA,Entire Range; Except where listed as Experimental Populations,NA
Dromus,dromas,NA,Virginia,Endangered,NA,Entire Range; Except where listed as Experimental Populations,NA
Dromus,dromas,NA,Alabama,Endangered,NA,Entire Range; Except where listed as Experimental Populations,NA
Dromus,dromas,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Dromus,dromas,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Drosera,anglica,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Drosera,linearis,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Drosera,rotundifolia,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Drosophila,aglaia,NA,Hawaii,Endangered,NA,NA,NA
Drosophila,differens,NA,Hawaii,Endangered,NA,NA,NA
